trader_id,market_id,asset_id,trade_date,volume_mwh,price,trade_type,trade_timestamp
11,1,2,2025-12-11,151,82.85,SELL,2025-12-11 05:00:00
11,4,8,2025-08-20,203,70.31,BUY,2025-08-20 14:00:00
10,1,6,2025-09-05,78,71.36,BUY,2025-09-05 16:00:00
1,5,8,2025-10-24,234,126.27,BUY,2025-10-24 22:00:00
12,5,10,2025-01-21,160,87.04,BUY,2025-01-21 00:00:00
5,4,3,2025-08-08,379,100.01,BUY,2025-08-08 07:00:00
9,4,7,2025-06-20,469,69.79,BUY,2025-06-20 14:00:00
12,4,4,2025-09-14,419,76.4,BUY,2025-09-14 23:00:00
3,1,4,2025-04-27,138,97.43,SELL,2025-04-27 09:00:00
3,1,6,2025-05-01,145,51.55,SELL,2025-05-01 12:00:00
12,4,1,2025-02-19,421,122.62,SELL,2025-02-19 22:00:00
12,1,2,2025-11-30,390,124.23,SELL,2025-11-30 19:00:00
10,5,8,2025-04-09,280,128.33,BUY,2025-04-09 20:00:00
9,2,8,2025-03-20,458,119.47,BUY,2025-03-20 20:00:00
3,3,2,2025-08-30,459,88.42,SELL,2025-08-30 06:00:00
13,4,5,2025-03-20,256,102.49,SELL,2025-03-20 11:00:00
11,5,7,2025-08-16,150,135.15,BUY,2025-08-16 19:00:00
9,1,2,2025-02-03,101,92.91,SELL,2025-02-03 05:00:00
12,3,3,2025-12-09,347,65.04,SELL,2025-12-09 01:00:00
10,4,6,2025-12-10,175,69.62,SELL,2025-12-10 03:00:00
15,1,1,2025-01-07,144,137.6,SELL,2025-01-07 10:00:00
3,1,1,2025-07-26,456,143.13,SELL,2025-07-26 18:00:00
8,3,3,2025-06-20,218,68.27,BUY,2025-06-20 00:00:00
10,1,7,2025-12-02,392,130.01,SELL,2025-12-02 10:00:00
12,3,10,2025-09-05,254,136.14,SELL,2025-09-05 19:00:00
14,5,8,2025-06-30,392,67.73,BUY,2025-06-30 00:00:00
9,4,7,2025-03-20,191,122.39,SELL,2025-03-20 20:00:00
3,1,8,2025-05-23,238,83.07,BUY,2025-05-23 16:00:00
1,2,6,2025-03-25,374,68.78,BUY,2025-03-25 23:00:00
13,3,3,2025-10-06,267,36.81,BUY,2025-10-06 01:00:00
9,5,2,2025-09-09,193,103.91,BUY,2025-09-09 08:00:00
7,2,2,2025-07-21,201,119.81,BUY,2025-07-21 09:00:00
6,4,6,2025-01-24,347,94.07,SELL,2025-01-24 13:00:00
12,5,7,2025-11-05,403,128.31,SELL,2025-11-05 20:00:00
4,3,2,2025-03-26,438,45.36,BUY,2025-03-26 02:00:00
5,5,3,2025-04-07,115,96.06,SELL,2025-04-07 10:00:00
7,5,7,2025-07-03,321,147.21,BUY,2025-07-03 20:00:00
9,5,1,2025-06-11,100,122.57,BUY,2025-06-11 19:00:00
6,4,10,2025-12-09,291,132.13,BUY,2025-12-09 08:00:00
12,2,2,2025-10-08,314,112.51,SELL,2025-10-08 19:00:00
4,5,1,2025-11-26,226,74.43,BUY,2025-11-26 06:00:00
12,1,10,2025-02-19,389,80.66,BUY,2025-02-19 13:00:00
4,5,1,2025-10-26,42,58.51,SELL,2025-10-26 04:00:00
10,5,7,2025-11-02,398,113.95,BUY,2025-11-02 22:00:00
15,4,9,2025-10-14,189,122.24,SELL,2025-10-14 20:00:00
3,4,4,2025-05-12,489,78.2,SELL,2025-05-12 13:00:00
2,4,1,2025-08-19,432,80.78,SELL,2025-08-19 00:00:00
4,4,5,2025-03-14,365,74.95,BUY,2025-03-14 13:00:00
15,5,8,2025-06-03,321,78.2,BUY,2025-06-03 16:00:00
6,5,6,2025-11-08,275,114.12,BUY,2025-11-08 21:00:00
1,3,9,2025-08-12,258,92.95,BUY,2025-08-12 17:00:00
2,4,3,2025-08-24,352,76.78,SELL,2025-08-24 04:00:00
8,3,6,2025-06-17,222,83.7,SELL,2025-06-17 15:00:00
13,2,10,2025-01-30,336,155.19,SELL,2025-01-30 20:00:00
3,4,8,2025-06-15,295,66.67,BUY,2025-06-15 07:00:00
1,2,3,2025-11-06,93,63.26,BUY,2025-11-06 07:00:00
2,1,5,2025-09-26,404,111.52,BUY,2025-09-26 18:00:00
3,5,4,2025-05-14,27,65.15,BUY,2025-05-14 23:00:00
15,5,7,2025-11-23,476,43.9,BUY,2025-11-23 01:00:00
14,3,6,2025-01-17,312,99.18,BUY,2025-01-17 06:00:00
15,5,10,2025-05-07,456,64.5,SELL,2025-05-07 13:00:00
2,2,8,2025-01-10,159,100.83,BUY,2025-01-10 16:00:00
13,5,8,2025-05-11,264,102.14,BUY,2025-05-11 11:00:00
4,4,5,2025-11-15,117,146.25,BUY,2025-11-15 02:00:00
13,1,3,2025-01-10,255,93.51,BUY,2025-01-10 17:00:00
4,3,7,2025-02-27,145,98.37,BUY,2025-02-27 23:00:00
11,3,2,2025-02-07,222,71.95,SELL,2025-02-07 01:00:00
10,3,2,2025-11-26,116,75.65,SELL,2025-11-26 06:00:00
2,4,2,2025-02-01,157,76.64,BUY,2025-02-01 01:00:00
13,5,9,2025-01-18,405,157.98,SELL,2025-01-18 19:00:00
1,4,7,2025-01-31,393,121.55,SELL,2025-01-31 11:00:00
3,2,5,2025-02-03,61,88.31,SELL,2025-02-03 07:00:00
14,5,7,2025-09-29,400,51.36,SELL,2025-09-29 03:00:00
4,4,10,2025-10-20,359,179.26,SELL,2025-10-20 17:00:00
15,2,2,2025-11-14,385,65.37,BUY,2025-11-14 16:00:00
11,2,9,2025-12-13,34,143.9,SELL,2025-12-13 22:00:00
15,4,7,2025-08-13,169,107.27,SELL,2025-08-13 07:00:00
6,4,1,2025-09-16,166,83.82,BUY,2025-09-16 15:00:00
5,1,5,2025-04-16,125,131.83,BUY,2025-04-16 18:00:00
14,4,5,2025-06-04,155,119.47,BUY,2025-06-04 22:00:00
2,3,6,2025-12-10,289,89.07,SELL,2025-12-10 00:00:00
4,5,1,2025-05-21,95,64.79,SELL,2025-05-21 07:00:00
12,2,9,2025-07-28,415,196.89,BUY,2025-07-28 16:00:00
6,3,4,2025-08-06,164,147.91,SELL,2025-08-06 21:00:00
12,3,5,2025-11-04,73,108.53,SELL,2025-11-04 20:00:00
4,2,1,2025-04-11,314,61.47,BUY,2025-04-11 15:00:00
11,5,9,2025-10-26,351,95.22,SELL,2025-10-26 19:00:00
11,1,1,2025-05-03,282,111.81,SELL,2025-05-03 21:00:00
14,1,7,2025-06-27,85,82.9,SELL,2025-06-27 13:00:00
15,3,8,2025-08-03,450,127.14,SELL,2025-08-03 09:00:00
7,3,7,2025-05-25,164,84.91,SELL,2025-05-25 10:00:00
13,4,2,2025-05-09,283,48.72,SELL,2025-05-09 16:00:00
6,1,6,2025-02-16,394,115.5,SELL,2025-02-16 11:00:00
6,1,8,2025-07-10,159,130.66,BUY,2025-07-10 18:00:00
15,5,8,2025-04-18,289,246.08,BUY,2025-04-18 22:00:00
10,4,8,2025-11-04,449,46.69,SELL,2025-11-04 04:00:00
14,2,9,2025-05-29,102,116.43,BUY,2025-05-29 21:00:00
14,2,3,2025-05-05,278,57.14,BUY,2025-05-05 02:00:00
2,5,2,2025-11-01,321,66.09,BUY,2025-11-01 17:00:00
11,2,2,2025-10-20,130,85.55,SELL,2025-10-20 14:00:00
13,1,3,2025-07-27,175,86.62,SELL,2025-07-27 07:00:00
7,3,9,2025-07-25,348,75.65,SELL,2025-07-25 05:00:00
9,4,5,2025-12-02,272,107.3,BUY,2025-12-02 07:00:00
6,2,4,2025-12-04,82,74.15,BUY,2025-12-04 02:00:00
8,2,1,2025-12-02,53,114.59,SELL,2025-12-02 11:00:00
6,2,1,2025-08-09,313,105.62,BUY,2025-08-09 12:00:00
6,2,6,2025-10-04,119,261.0,SELL,2025-10-04 21:00:00
4,3,7,2025-08-14,115,61.33,BUY,2025-08-14 03:00:00
6,3,10,2025-05-23,116,109.8,BUY,2025-05-23 22:00:00
10,5,3,2025-03-25,81,55.88,BUY,2025-03-25 03:00:00
4,1,9,2025-09-09,146,56.16,SELL,2025-09-09 06:00:00
10,2,6,2025-06-12,390,51.85,BUY,2025-06-12 03:00:00
6,5,4,2025-10-25,275,160.08,SELL,2025-10-25 17:00:00
1,1,3,2025-12-21,356,80.59,SELL,2025-12-21 02:00:00
7,3,5,2025-03-29,451,56.74,SELL,2025-03-29 14:00:00
14,2,6,2025-05-07,58,185.73,BUY,2025-05-07 06:00:00
2,3,7,2025-12-22,169,75.09,BUY,2025-12-22 04:00:00
6,2,7,2025-12-04,230,132.59,SELL,2025-12-04 19:00:00
9,3,7,2025-01-11,152,90.74,BUY,2025-01-11 02:00:00
10,5,4,2025-03-20,70,69.74,BUY,2025-03-20 12:00:00
3,5,7,2025-11-30,206,53.73,BUY,2025-11-30 23:00:00
4,3,9,2025-10-09,82,64.94,BUY,2025-10-09 03:00:00
5,3,6,2025-12-20,151,148.79,BUY,2025-12-20 22:00:00
8,4,3,2025-06-30,443,121.55,BUY,2025-06-30 10:00:00
13,2,1,2025-11-24,28,221.25,BUY,2025-11-24 15:00:00
10,4,9,2025-05-10,462,53.05,SELL,2025-05-10 13:00:00
13,3,2,2025-04-02,331,66.5,BUY,2025-04-02 02:00:00
6,5,3,2025-03-06,53,71.55,SELL,2025-03-06 14:00:00
12,2,8,2025-01-27,200,211.74,BUY,2025-01-27 22:00:00
8,5,6,2025-09-14,283,62.37,SELL,2025-09-14 00:00:00
3,3,10,2025-07-14,201,225.5,BUY,2025-07-14 00:00:00
3,4,4,2025-01-23,317,120.9,SELL,2025-01-23 09:00:00
9,2,7,2025-10-01,106,121.34,SELL,2025-10-01 20:00:00
13,4,6,2025-01-10,149,145.28,SELL,2025-01-10 18:00:00
6,2,9,2025-09-30,67,104.67,SELL,2025-09-30 11:00:00
8,5,2,2025-02-27,27,101.87,BUY,2025-02-27 06:00:00
4,1,5,2025-03-21,371,76.2,BUY,2025-03-21 13:00:00
5,2,2,2025-10-28,153,119.39,SELL,2025-10-28 18:00:00
12,3,1,2025-01-04,129,116.42,SELL,2025-01-04 08:00:00
15,2,1,2025-03-28,450,123.48,SELL,2025-03-28 19:00:00
9,3,2,2025-03-12,86,95.43,BUY,2025-03-12 10:00:00
7,1,7,2025-02-01,125,90.41,SELL,2025-02-01 12:00:00
14,1,10,2025-04-22,314,81.52,SELL,2025-04-22 06:00:00
15,5,9,2025-06-06,260,68.72,SELL,2025-06-06 07:00:00
5,5,4,2025-12-27,483,158.44,SELL,2025-12-27 19:00:00
7,1,9,2025-08-08,307,74.99,BUY,2025-08-08 05:00:00
11,2,7,2025-10-13,337,69.03,BUY,2025-10-13 12:00:00
9,2,4,2025-03-04,27,79.06,BUY,2025-03-04 06:00:00
14,5,10,2025-08-28,475,82.67,SELL,2025-08-28 04:00:00
15,2,10,2025-12-02,190,118.21,BUY,2025-12-02 15:00:00
13,2,10,2025-02-07,41,90.21,BUY,2025-02-07 13:00:00
3,2,9,2025-01-29,191,212.56,SELL,2025-01-29 00:00:00
3,2,6,2025-12-26,386,108.12,SELL,2025-12-26 14:00:00
4,3,7,2025-01-19,482,105.29,SELL,2025-01-19 12:00:00
11,5,8,2025-12-27,124,88.45,BUY,2025-12-27 15:00:00
10,1,3,2025-04-02,74,65.19,SELL,2025-04-02 14:00:00
7,1,7,2025-04-06,373,66.66,SELL,2025-04-06 07:00:00
5,3,10,2025-06-17,455,56.43,SELL,2025-06-17 00:00:00
5,5,10,2025-01-21,476,102.39,BUY,2025-01-21 16:00:00
4,3,10,2025-03-02,357,60.06,BUY,2025-03-02 23:00:00
8,5,7,2025-10-12,276,64.82,SELL,2025-10-12 12:00:00
3,3,9,2025-06-27,310,50.6,SELL,2025-06-27 05:00:00
12,2,4,2025-01-21,473,94.19,BUY,2025-01-21 13:00:00
2,3,4,2025-07-31,118,74.71,BUY,2025-07-31 01:00:00
4,3,3,2025-08-15,395,103.97,SELL,2025-08-15 06:00:00
13,4,7,2025-03-01,425,111.0,SELL,2025-03-01 10:00:00
8,5,1,2025-03-16,34,60.54,BUY,2025-03-16 17:00:00
14,2,6,2025-04-24,381,101.05,BUY,2025-04-24 11:00:00
14,3,4,2025-01-28,354,23.76,BUY,2025-01-28 10:00:00
4,2,2,2025-07-18,67,116.79,BUY,2025-07-18 09:00:00
8,5,6,2025-11-14,469,124.59,BUY,2025-11-14 22:00:00
5,1,3,2025-12-31,54,74.29,SELL,2025-12-31 05:00:00
9,4,6,2025-07-01,63,102.04,SELL,2025-07-01 06:00:00
2,4,2,2025-01-09,97,98.77,SELL,2025-01-09 15:00:00
8,5,9,2025-06-24,209,53.31,BUY,2025-06-24 14:00:00
7,4,6,2025-03-20,318,104.69,BUY,2025-03-20 11:00:00
2,1,8,2025-05-01,463,67.27,SELL,2025-05-01 06:00:00
5,2,9,2025-01-20,81,151.52,SELL,2025-01-20 21:00:00
6,3,10,2025-12-16,472,76.8,SELL,2025-12-16 05:00:00
9,5,10,2025-10-13,371,57.6,BUY,2025-10-13 14:00:00
11,5,3,2025-02-01,485,121.23,BUY,2025-02-01 11:00:00
12,4,1,2025-07-25,349,122.08,SELL,2025-07-25 11:00:00
8,3,10,2025-08-27,70,95.82,BUY,2025-08-27 12:00:00
15,4,4,2025-06-22,163,104.06,BUY,2025-06-22 22:00:00
7,4,5,2025-06-19,16,66.19,SELL,2025-06-19 04:00:00
11,2,6,2025-07-18,303,77.25,SELL,2025-07-18 13:00:00
15,2,6,2025-05-31,448,66.26,SELL,2025-05-31 12:00:00
1,4,3,2025-10-01,11,58.42,BUY,2025-10-01 01:00:00
10,1,5,2025-11-04,222,89.97,SELL,2025-11-04 10:00:00
3,5,7,2025-03-12,26,88.62,BUY,2025-03-12 09:00:00
1,1,8,2025-02-24,148,145.07,SELL,2025-02-24 20:00:00
10,5,8,2025-10-25,339,45.22,SELL,2025-10-25 02:00:00
6,3,3,2025-05-13,321,119.52,SELL,2025-05-13 18:00:00
3,3,2,2025-08-30,181,80.89,BUY,2025-08-30 05:00:00
15,1,6,2025-02-17,323,102.57,SELL,2025-02-17 17:00:00
14,4,9,2025-07-03,445,73.01,SELL,2025-07-03 02:00:00
2,4,8,2025-11-27,165,131.97,BUY,2025-11-27 22:00:00
13,3,3,2025-11-11,453,77.48,BUY,2025-11-11 12:00:00
15,4,2,2025-01-24,453,139.05,BUY,2025-01-24 08:00:00
10,2,4,2025-03-21,335,79.33,BUY,2025-03-21 16:00:00
2,3,1,2025-03-19,433,66.42,BUY,2025-03-19 16:00:00
8,5,3,2025-01-13,137,111.2,BUY,2025-01-13 08:00:00
15,5,2,2025-04-11,162,109.15,BUY,2025-04-11 09:00:00
1,4,1,2025-11-14,35,126.77,BUY,2025-11-14 22:00:00
9,5,9,2025-03-02,307,195.96,BUY,2025-03-02 21:00:00
12,5,10,2025-06-28,148,240.37,BUY,2025-06-28 20:00:00
7,1,1,2025-04-05,216,60.94,SELL,2025-04-05 12:00:00
1,1,6,2025-02-11,454,134.64,SELL,2025-02-11 10:00:00
5,5,6,2025-10-01,408,57.01,BUY,2025-10-01 02:00:00
5,3,6,2025-01-01,388,102.1,BUY,2025-01-01 07:00:00
14,5,9,2025-04-15,487,119.58,BUY,2025-04-15 19:00:00
2,2,6,2025-03-01,433,61.83,SELL,2025-03-01 01:00:00
1,3,7,2025-04-07,188,78.61,BUY,2025-04-07 12:00:00
7,2,3,2025-11-03,183,60.33,BUY,2025-11-03 14:00:00
15,2,10,2025-06-13,359,137.17,BUY,2025-06-13 20:00:00
15,4,2,2025-09-16,274,82.28,SELL,2025-09-16 12:00:00
12,1,8,2025-02-23,469,94.88,SELL,2025-02-23 15:00:00
9,4,4,2025-02-16,370,123.06,SELL,2025-02-16 14:00:00
8,2,2,2025-12-31,280,126.21,SELL,2025-12-31 08:00:00
7,4,10,2025-11-15,329,133.23,SELL,2025-11-15 05:00:00
4,4,4,2025-01-28,193,100.26,SELL,2025-01-28 12:00:00
10,3,5,2025-10-16,47,94.93,BUY,2025-10-16 10:00:00
7,4,9,2025-12-04,328,78.74,BUY,2025-12-04 16:00:00
15,3,8,2025-09-22,249,54.11,BUY,2025-09-22 01:00:00
14,4,2,2025-04-16,244,99.42,BUY,2025-04-16 09:00:00
14,4,1,2025-06-15,283,92.65,SELL,2025-06-15 10:00:00
13,2,1,2025-05-22,116,65.78,BUY,2025-05-22 23:00:00
8,2,1,2025-11-06,379,63.99,SELL,2025-11-06 00:00:00
9,5,3,2025-07-18,43,99.71,SELL,2025-07-18 08:00:00
9,5,6,2025-03-21,250,47.11,BUY,2025-03-21 01:00:00
5,3,8,2025-09-23,228,65.31,BUY,2025-09-23 04:00:00
5,2,6,2025-12-19,207,87.64,SELL,2025-12-19 16:00:00
6,5,4,2025-06-20,17,48.71,BUY,2025-06-20 07:00:00
14,4,3,2025-07-02,205,86.6,SELL,2025-07-02 06:00:00
8,2,6,2025-11-13,318,65.65,BUY,2025-11-13 23:00:00
14,4,9,2025-06-17,375,96.9,SELL,2025-06-17 11:00:00
3,4,4,2025-02-03,33,102.53,BUY,2025-02-03 23:00:00
3,3,3,2025-10-30,179,74.33,SELL,2025-10-30 07:00:00
11,2,5,2025-02-08,53,131.11,BUY,2025-02-08 10:00:00
5,4,6,2025-07-22,218,148.95,BUY,2025-07-22 19:00:00
11,3,7,2025-02-22,121,94.72,BUY,2025-02-22 16:00:00
1,1,4,2025-06-05,44,70.43,SELL,2025-06-05 04:00:00
5,1,2,2025-04-24,457,103.18,SELL,2025-04-24 10:00:00
9,4,8,2025-08-12,404,87.34,SELL,2025-08-12 03:00:00
5,4,6,2025-04-17,247,64.94,SELL,2025-04-17 06:00:00
7,1,9,2025-08-10,474,85.73,SELL,2025-08-10 15:00:00
10,5,8,2025-10-06,375,80.23,BUY,2025-10-06 14:00:00
9,3,7,2025-03-11,487,74.23,BUY,2025-03-11 17:00:00
8,4,7,2025-07-11,42,202.48,SELL,2025-07-11 03:00:00
15,1,3,2025-08-12,354,77.99,BUY,2025-08-12 01:00:00
5,1,4,2025-10-13,398,79.11,BUY,2025-10-13 17:00:00
12,1,2,2025-03-11,393,84.02,SELL,2025-03-11 10:00:00
13,1,9,2025-07-07,66,89.98,BUY,2025-07-07 23:00:00
2,1,8,2025-09-15,439,62.87,BUY,2025-09-15 04:00:00
5,1,2,2025-02-27,400,82.4,SELL,2025-02-27 16:00:00
10,4,5,2025-07-03,18,117.96,BUY,2025-07-03 11:00:00
8,3,1,2025-06-14,442,112.63,BUY,2025-06-14 18:00:00
11,1,6,2025-09-20,252,61.96,BUY,2025-09-20 17:00:00
1,1,5,2025-12-10,17,139.29,SELL,2025-12-10 20:00:00
10,1,2,2025-10-29,133,66.32,BUY,2025-10-29 14:00:00
4,1,3,2025-10-18,99,119.42,SELL,2025-10-18 21:00:00
1,1,4,2025-09-09,95,29.48,BUY,2025-09-09 02:00:00
5,2,2,2025-10-03,490,103.94,BUY,2025-10-03 09:00:00
13,2,4,2025-12-28,33,65.1,BUY,2025-12-28 00:00:00
2,1,2,2025-02-09,478,137.03,BUY,2025-02-09 22:00:00
15,1,3,2025-12-30,282,95.46,SELL,2025-12-30 12:00:00
12,5,1,2025-01-21,155,96.29,BUY,2025-01-21 13:00:00
2,5,3,2025-10-21,252,103.31,BUY,2025-10-21 10:00:00
7,3,8,2025-01-04,304,134.96,SELL,2025-01-04 09:00:00
4,2,1,2025-10-19,457,57.84,BUY,2025-10-19 15:00:00
14,4,10,2025-05-04,151,113.74,BUY,2025-05-04 18:00:00
2,3,5,2025-01-01,71,125.92,BUY,2025-01-01 11:00:00
11,3,4,2025-11-23,242,72.66,BUY,2025-11-23 00:00:00
3,1,1,2025-02-01,466,83.22,BUY,2025-02-01 17:00:00
3,1,7,2025-05-13,467,61.95,BUY,2025-05-13 17:00:00
2,4,5,2025-01-02,450,95.35,SELL,2025-01-02 01:00:00
7,5,10,2025-03-17,165,76.95,SELL,2025-03-17 06:00:00
1,1,2,2025-10-05,417,54.62,BUY,2025-10-05 03:00:00
13,2,5,2025-08-25,428,80.23,SELL,2025-08-25 00:00:00
9,4,2,2025-08-03,312,140.78,BUY,2025-08-03 18:00:00
5,4,4,2025-08-31,466,93.43,SELL,2025-08-31 16:00:00
4,1,7,2025-06-02,360,96.66,SELL,2025-06-02 11:00:00
3,4,10,2025-03-05,54,73.71,SELL,2025-03-05 13:00:00
3,5,8,2025-02-01,313,120.88,BUY,2025-02-01 16:00:00
13,1,5,2025-01-25,227,149.41,BUY,2025-01-25 18:00:00
3,5,7,2025-10-27,213,78.53,BUY,2025-10-27 16:00:00
1,5,5,2025-02-13,320,107.33,BUY,2025-02-13 23:00:00
2,2,9,2025-05-09,131,94.14,BUY,2025-05-09 11:00:00
11,1,10,2025-06-03,470,67.27,BUY,2025-06-03 03:00:00
14,2,9,2025-09-06,215,55.98,BUY,2025-09-06 05:00:00
15,2,8,2025-08-07,386,94.86,SELL,2025-08-07 23:00:00
7,4,2,2025-06-26,229,43.72,BUY,2025-06-26 04:00:00
3,3,6,2025-06-24,482,48.72,SELL,2025-06-24 05:00:00
6,1,9,2025-03-18,242,50.48,BUY,2025-03-18 06:00:00
4,5,6,2025-05-22,251,108.67,SELL,2025-05-22 11:00:00
10,4,7,2025-02-20,136,84.64,SELL,2025-02-20 03:00:00
5,2,7,2025-04-28,354,63.49,BUY,2025-04-28 02:00:00
8,2,4,2025-05-09,401,119.48,SELL,2025-05-09 20:00:00
2,1,10,2025-05-07,196,131.27,BUY,2025-05-07 20:00:00
10,4,8,2025-09-10,387,79.61,SELL,2025-09-10 23:00:00
5,5,10,2025-10-31,42,57.34,BUY,2025-10-31 00:00:00
2,2,2,2025-07-14,424,94.01,BUY,2025-07-14 17:00:00
12,4,3,2025-05-27,88,103.35,SELL,2025-05-27 10:00:00
14,5,10,2025-09-16,490,52.68,SELL,2025-09-16 00:00:00
9,4,8,2025-01-07,62,73.01,BUY,2025-01-07 00:00:00
2,2,3,2025-11-09,248,118.14,BUY,2025-11-09 19:00:00
1,2,9,2025-07-22,188,112.1,BUY,2025-07-22 09:00:00
4,5,6,2025-02-27,38,138.0,SELL,2025-02-27 09:00:00
12,4,10,2025-05-12,399,37.45,SELL,2025-05-12 02:00:00
7,2,9,2025-07-29,337,143.95,BUY,2025-07-29 08:00:00
15,4,2,2025-02-03,318,89.31,BUY,2025-02-03 01:00:00
2,1,2,2025-08-28,272,130.07,SELL,2025-08-28 20:00:00
11,5,3,2025-07-03,247,130.47,BUY,2025-07-03 22:00:00
10,3,4,2025-02-16,242,90.66,BUY,2025-02-16 06:00:00
9,5,8,2025-08-25,226,131.6,SELL,2025-08-25 08:00:00
12,2,3,2025-06-18,252,109.31,BUY,2025-06-18 21:00:00
1,4,1,2025-06-14,125,64.49,SELL,2025-06-14 01:00:00
1,5,8,2025-06-15,286,50.8,BUY,2025-06-15 03:00:00
15,3,3,2025-07-25,272,132.99,BUY,2025-07-25 22:00:00
8,1,4,2025-09-03,27,74.99,BUY,2025-09-03 17:00:00
5,2,1,2025-02-16,209,105.38,BUY,2025-02-16 12:00:00
12,4,5,2025-03-14,451,88.66,BUY,2025-03-14 22:00:00
12,1,1,2025-06-17,77,124.28,BUY,2025-06-17 19:00:00
9,2,10,2025-08-28,312,127.33,SELL,2025-08-28 09:00:00
8,5,1,2025-07-31,273,79.77,SELL,2025-07-31 00:00:00
6,5,9,2025-09-05,125,109.99,SELL,2025-09-05 10:00:00
4,3,9,2025-05-22,352,51.0,BUY,2025-05-22 13:00:00
14,1,1,2025-12-11,258,101.53,SELL,2025-12-11 09:00:00
6,5,10,2025-02-26,142,82.84,BUY,2025-02-26 15:00:00
2,3,3,2025-07-22,192,84.85,BUY,2025-07-22 05:00:00
5,4,5,2025-03-22,403,116.16,BUY,2025-03-22 21:00:00
10,4,1,2025-05-12,406,70.81,BUY,2025-05-12 04:00:00
15,1,4,2025-11-27,132,63.5,BUY,2025-11-27 13:00:00
3,4,4,2025-02-23,427,99.95,BUY,2025-02-23 13:00:00
3,5,4,2025-09-27,303,121.72,SELL,2025-09-27 18:00:00
14,4,2,2025-02-02,347,94.83,BUY,2025-02-02 02:00:00
1,5,7,2025-03-18,150,117.74,SELL,2025-03-18 19:00:00
14,3,4,2025-01-04,471,57.68,SELL,2025-01-04 01:00:00
11,5,10,2025-03-11,429,116.03,BUY,2025-03-11 04:00:00
8,5,6,2025-07-01,268,87.8,SELL,2025-07-01 05:00:00
10,1,9,2025-10-23,26,100.78,BUY,2025-10-23 22:00:00
3,4,5,2025-11-30,397,102.89,BUY,2025-11-30 08:00:00
1,5,5,2025-06-09,471,61.12,BUY,2025-06-09 02:00:00
4,1,5,2025-01-14,76,142.77,BUY,2025-01-14 19:00:00
13,1,5,2025-03-01,367,59.64,BUY,2025-03-01 05:00:00
1,1,5,2025-11-10,185,31.95,BUY,2025-11-10 00:00:00
1,2,9,2025-10-15,140,57.57,SELL,2025-10-15 02:00:00
1,1,2,2025-07-25,490,123.55,BUY,2025-07-25 11:00:00
2,1,9,2025-09-09,261,64.51,SELL,2025-09-09 01:00:00
12,5,9,2025-07-03,19,92.15,SELL,2025-07-03 16:00:00
1,1,9,2025-08-02,453,75.78,BUY,2025-08-02 01:00:00
12,1,10,2025-12-17,200,167.26,SELL,2025-12-17 19:00:00
6,2,6,2025-05-01,314,71.68,SELL,2025-05-01 01:00:00
15,2,8,2025-04-30,192,106.53,BUY,2025-04-30 09:00:00
7,1,10,2025-04-18,448,54.92,SELL,2025-04-18 07:00:00
1,1,4,2025-09-15,338,207.0,SELL,2025-09-15 17:00:00
10,5,5,2025-12-27,495,81.94,SELL,2025-12-27 16:00:00
1,5,8,2025-08-28,316,82.94,SELL,2025-08-28 05:00:00
15,2,10,2025-01-12,240,101.34,SELL,2025-01-12 13:00:00
14,5,1,2025-01-03,78,125.33,BUY,2025-01-03 17:00:00
11,4,8,2025-06-27,438,55.16,BUY,2025-06-27 14:00:00
10,3,9,2025-08-26,437,102.05,BUY,2025-08-26 16:00:00
15,2,9,2025-12-25,266,96.26,SELL,2025-12-25 02:00:00
9,2,5,2025-11-29,80,130.48,SELL,2025-11-29 21:00:00
9,5,4,2025-09-18,14,80.3,BUY,2025-09-18 15:00:00
1,3,9,2025-11-07,487,72.68,BUY,2025-11-07 01:00:00
11,3,1,2025-07-15,10,90.52,SELL,2025-07-15 12:00:00
8,1,6,2025-07-04,362,75.95,SELL,2025-07-04 03:00:00
3,2,10,2025-11-28,160,82.68,SELL,2025-11-28 16:00:00
7,1,6,2025-09-11,445,85.58,SELL,2025-09-11 06:00:00
1,5,3,2025-03-01,309,107.23,BUY,2025-03-01 21:00:00
7,3,5,2025-12-26,227,83.09,BUY,2025-12-26 04:00:00
11,1,9,2025-10-21,352,51.82,SELL,2025-10-21 00:00:00
1,3,10,2025-08-27,24,149.08,BUY,2025-08-27 19:00:00
3,1,9,2025-05-21,68,122.52,BUY,2025-05-21 18:00:00
12,1,7,2025-12-24,15,90.49,SELL,2025-12-24 16:00:00
14,3,5,2025-09-22,59,117.08,SELL,2025-09-22 11:00:00
7,5,7,2025-09-24,324,72.66,BUY,2025-09-24 17:00:00
1,4,10,2025-10-04,374,51.26,BUY,2025-10-04 05:00:00
14,4,2,2025-07-09,18,75.85,SELL,2025-07-09 05:00:00
9,2,8,2025-11-25,498,48.31,SELL,2025-11-25 04:00:00
5,4,7,2025-12-22,353,101.14,SELL,2025-12-22 13:00:00
13,3,8,2025-12-13,22,157.15,SELL,2025-12-13 20:00:00
2,2,2,2025-01-12,209,83.74,BUY,2025-01-12 00:00:00
4,4,6,2025-03-01,182,122.56,SELL,2025-03-01 18:00:00
8,4,2,2025-08-10,373,95.35,SELL,2025-08-10 23:00:00
4,1,8,2025-08-01,413,120.33,BUY,2025-08-01 09:00:00
